Table Range A2:U2594 ,,,,,,,,,,,,,,,,,,,,
CNTY_NAME,JURS_NAME,PLANNING PERIOD,YEAR,APR_STATUS,RHNA VLI,TOTAL VLI PERMITS,VLI DEED RESTRICTED UNITS,VLI NOT DEED RESTRICTED UNITS,RHNA LI,TOTAL LI PERMITS,LI DEED RESTRICTED UNITS,LI NOT DEED RESTRICTED UNITS,MOD RHNA,MOD UNITS,ABOVE MOD RHNA,ABOVE MOD UNITS,RHNA TOTAL,TOTAL UNITS YEAR SUBMITTED,APR YEAR (In planning period),1ST APR
SANTA BARBARA,SOLVANG,02/15/2015 - 02/15/2023,2015,Final,42,0,0,0,28,0,0,0,30,0,75,35,175,35,2015,2015
SONOMA,SONOMA COUNTY,01/31/2015 - 01/31/2023,2015,Final,126,24,24,0,37,46,46,0,160,44,192,79,515,193,2015,2015
TUOLUMNE,SONORA,06/30/2014 - 06/30/2019,2015,Final,23,0,0,0,16,1,0,1,19,2,42,0,100,3,2015,2014
LOS ANGELES,SOUTH EL MONTE,10/15/2013 - 10/15/2021,2015,Final,43,0,0,0,25,2,0,2,28,0,76,33,172,35,2015,2014
LOS ANGELES,SOUTH GATE,10/15/2013 - 10/15/2021,2015,Final,314,0,0,0,185,0,0,0,205,12,558,3,1262,15,2015,2014
LOS ANGELES,SOUTH PASADENA,10/15/2013 - 10/15/2021,2015,Final,17,0,0,0,10,0,0,0,11,0,25,6,63,6,2015,2014
SAN MATEO,SOUTH SAN FRANCISCO,01/31/2015 - 01/31/2023,2015,Final,565,0,0,0,281,3,3,0,313,10,705,28,1864,41,2015,2015
STANISLAUS,STANISLAUS COUNTY,12/31/2015 - 12/31/2023,2015,Final,538,0,0,0,345,0,0,0,391,30,967,76,2241,106,2016,2016
ORANGE,STANTON,10/15/2013 - 10/15/2021,2015,Final,68,0,0,0,49,0,0,0,56,0,140,37,313,37,2015,2014
SOLANO,SUISUN CITY,01/31/2015 - 01/31/2023,2015,Final,147,0,0,0,57,0,0,0,60,0,241,8,505,8,2015,2015
SANTA CLARA,SUNNYVALE,01/31/2015 - 01/31/2023,2015,Final,1640,43,43,0,906,0,0,0,932,26,1974,796,5452,865,2015,2015
SUTTER,SUTTER COUNTY,10/31/2013 - 10/31/2021,2015,Final,85,0,0,0,60,0,0,0,62,7,128,19,335,26,2015,2014
AMADOR,SUTTER CREEK,06/30/2014 - 06/30/2019,2015,Final,2,0,0,0,2,0,0,0,2,1,4,0,10,1,2015,2014
KERN,TAFT,12/31/2015 - 12/31/2023,2015,Final,52,0,0,0,26,0,0,0,30,0,146,11,254,11,2016,2016
TEHAMA,TEHAMA COUNTY,06/30/2014 - 06/30/2019,2015,Final,112,0,0,0,76,28,0,28,89,33,209,4,486,65,2015,2014
RIVERSIDE,TEMECULA,10/15/2013 - 10/15/2021,2015,Final,375,0,0,0,251,0,0,0,271,0,596,223,1493,223,2015,2014
LOS ANGELES,TEMPLE CITY,10/15/2013 - 10/15/2021,2015,Final,159,0,0,0,93,1,1,0,99,0,252,119,603,120,2015,2014
VENTURA,THOUSAND OAKS,10/15/2013 - 10/15/2021,2015,Final,47,0,0,0,32,0,0,0,36,0,77,115,192,115,2015,2014
MARIN,TIBURON,01/31/2015 - 01/31/2023,2015,Final,24,0,0,0,16,0,0,0,19,0,19,0,78,0,2015,2015
LOS ANGELES,TORRANCE,10/15/2013 - 10/15/2021,2015,Final,380,0,0,0,227,0,0,0,243,0,600,21,1450,21,2015,2014
SAN JOAQUIN,TRACY,12/31/2015 - 12/31/2023,2015,Final,980,0,0,0,705,0,0,0,828,0,2463,0,4976,0,2016,2016
NEVADA,TRUCKEE,06/30/2014 - 06/30/2019,2015,Final,108,0,0,0,75,0,0,0,78,0,199,87,460,87,2015,2014
TULARE,TULARE,12/31/2015 - 12/31/2023,2015,Final,920,0,0,0,609,0,0,0,613,0,1452,485,3594,485,2016,2016
TULARE,TULARE COUNTY,12/31/2015 - 12/31/2023,2015,Final,1477,55,0,55,1065,63,0,63,1169,25,3370,23,7081,166,2016,2016
TUOLUMNE,TUOLUMNE COUNTY,06/30/2014 - 06/30/2019,2015,Final,102,0,0,0,74,0,0,0,81,0,193,33,450,33,2015,2014
STANISLAUS,TURLOCK,12/31/2015 - 12/31/2023,2015,Final,877,1,1,0,562,3,3,0,627,41,1552,15,3618,60,2016,2016
ORANGE,TUSTIN,10/15/2013 - 10/15/2021,2015,Final,283,0,0,0,195,0,0,0,224,0,525,240,1227,240,2015,2014
SAN BERNARDINO,TWENTYNINE PALMS,10/15/2013 - 10/15/2021,2015,Final,103,0,0,0,72,0,0,0,84,5,195,0,454,5,2015,2014
MENDOCINO,UKIAH,06/30/2014 - 06/30/2019,2015,Final,11,31,31,0,7,10,10,0,7,0,20,5,45,46,2015,2014
ALAMEDA,UNION CITY,01/31/2015 - 01/31/2023,2015,Final,317,0,0,0,180,0,0,0,192,2,417,288,1106,290,2015,2015
SAN BERNARDINO,UPLAND,10/15/2013 - 10/15/2021,2015,Final,382,0,0,0,260,0,0,0,294,0,653,100,1589,100,2015,2014
SOLANO,VACAVILLE,01/31/2015 - 01/31/2023,2015,Final,287,20,20,0,134,46,46,0,173,158,490,212,1084,436,2015,2015
VENTURA,VENTURA COUNTY,10/15/2013 - 10/15/2021,2015,Final,246,8,0,8,168,12,0,12,189,13,412,46,1015,79,2015,2014
TULARE,VISALIA,12/31/2015 - 12/31/2023,2015,Final,2616,9,9,0,1931,106,106,0,1802,132,3672,367,10021,614,2016,2016
SAN DIEGO,VISTA,04/30/2013 - 04/30/2021,2015,Final,343,0,0,0,260,0,0,0,241,0,530,415,1374,415,2015,2013
CONTRA COSTA,WALNUT CREEK,01/31/2015 - 01/31/2023,2015,Final,604,0,0,0,355,0,0,0,381,3,895,562,2235,565,2015,2015
KERN,WASCO,12/31/2015 - 12/31/2023,2015,Final,350,0,0,0,275,8,0,8,280,0,521,37,1426,45,2016,2016
STANISLAUS,WATERFORD,12/31/2015 - 12/31/2023,2015,Final,131,0,0,0,84,0,0,0,89,0,221,1,525,1,2016,2016
SISKIYOU,WEED,06/30/2014 - 06/30/2019,2015,Final,10,0,0,0,6,0,0,0,6,0,16,42,38,42,2015,2014
LOS ANGELES,WEST COVINA,10/15/2013 - 10/15/2021,2015,Final,217,0,0,0,129,0,0,0,138,0,347,140,831,140,2015,2014
LOS ANGELES,WEST HOLLYWOOD,10/15/2013 - 10/15/2021,2015,Final,19,42,42,0,12,43,43,0,13,0,33,390,77,475,2015,2014
YOLO,WEST SACRAMENTO,10/31/2013 - 10/31/2021,2015,Final,1316,58,58,0,923,18,18,0,1111,42,2627,19,5977,137,2015,2014
ORANGE,WESTMINSTER,10/15/2013 - 10/15/2021,2015,Final,1,0,0,0,1,0,0,0,0,0,0,81,2,81,2015,2014
IMPERIAL,WESTMORLAND,10/15/2013 - 10/15/2021,2015,Final,57,0,0,0,35,0,0,0,36,0,105,0,233,0,2015,2014
LOS ANGELES,WHITTIER,10/15/2013 - 10/15/2021,2015,Final,228,0,0,0,135,0,0,0,146,78,369,0,878,78,2015,2014
RIVERSIDE,WILDOMAR,10/15/2013 - 10/15/2021,2015,Final,621,0,0,0,415,0,0,0,461,2,1038,12,2535,14,2015,2014
GLENN,WILLOWS,06/30/2014 - 06/30/2019,2015,Final,15,49,49,0,11,0,0,0,11,0,26,0,63,49,2015,2014
SONOMA,WINDSOR,01/31/2015 - 01/31/2023,2015,Final,120,0,0,0,65,0,0,0,67,0,188,55,440,55,2015,2015
YOLO,WINTERS,10/31/2013 - 10/31/2021,2015,Final,76,0,0,0,54,0,0,0,59,0,130,32,319,32,2015,2014
TULARE,WOODLAKE,12/31/2015 - 12/31/2023,2015,Final,71,0,0,0,41,0,0,0,69,6,191,0,372,6,2016,2016
YOLO,WOODLAND,10/31/2013 - 10/31/2021,2015,Final,390,0,0,0,274,1,1,0,349,37,864,114,1877,152,2015,2014
SAN MATEO,WOODSIDE,01/31/2015 - 01/31/2023,2015,Final,23,1,0,1,13,0,0,0,15,0,11,4,62,5,2015,2015
YOLO,YOLO COUNTY,10/31/2013 - 10/31/2021,2015,Final,427,0,0,0,299,1,0,1,351,2,813,8,1890,11,2015,2014
ORANGE,YORBA LINDA,10/15/2013 - 10/15/2021,2015,Final,160,57,54,3,113,14,14,0,126,14,270,285,669,370,2015,2014
NAPA,YOUNTVILLE,01/31/2015 - 01/31/2023,2015,Final,4,1,1,0,2,1,1,0,3,6,8,11,17,19,2015,2015
SISKIYOU,YREKA,06/30/2014 - 06/30/2019,2015,Final,25,0,0,0,17,0,0,0,18,2,43,0,103,2,2015,2014
SUTTER,YUBA CITY,10/31/2013 - 10/31/2021,2015,Final,624,0,0,0,437,2,2,0,498,45,1120,0,2679,47,2015,2014
YUBA,YUBA COUNTY,10/31/2013 - 10/31/2021,2015,Final,1036,22,22,0,727,0,0,0,870,0,2043,197,4676,219,2015,2014
SAN BERNARDINO,YUCAIPA,10/15/2013 - 10/15/2021,2015,Final,376,42,42,0,261,38,7,31,299,0,669,111,1605,191,2015,2014
SAN BERNARDINO,YUCCA VALLEY,10/15/2013 - 10/15/2021,2015,Final,209,0,0,0,149,0,0,0,172,0,400,17,930,17,2015,2014
LOS ANGELES,AGOURA HILLS,10/15/2013 - 10/15/2021,2016,Final,31,0,0,0,19,0,0,0,20,0,45,2,115,2,2016,2014
ALAMEDA,ALAMEDA,01/31/2015 - 01/31/2023,2016,Final,444,17,17,0,248,14,14,0,283,7,748,61,1723,99,2016,2015
ALAMEDA,ALAMEDA COUNTY,01/31/2015 - 01/31/2023,2016,Final,430,85,85,0,227,8,8,0,295,0,817,9,1769,102,2016,2015
ALAMEDA,ALBANY,01/31/2015 - 01/31/2023,2016,Final,80,0,0,0,53,0,0,0,57,0,145,186,335,186,2016,2015
LOS ANGELES,ALHAMBRA,10/15/2013 - 10/15/2021,2016,Final,380,0,0,0,224,0,0,0,246,0,642,38,1492,38,2016,2014
ORANGE,ALISO VIEJO,10/15/2013 - 10/15/2021,2016,Final,9,50,50,0,7,148,148,0,7,4,16,0,39,202,2016,2014
ALPINE,ALPINE COUNTY,06/30/2014 - 06/30/2019,2016,Final,7,0,0,0,6,0,0,0,6,0,11,2,30,2,2016,2014
NAPA,AMERICAN CANYON,01/31/2015 - 01/31/2023,2016,Final,116,0,0,0,54,0,0,0,58,0,164,0,392,0,2016,2015
ORANGE,ANAHEIM,10/15/2013 - 10/15/2021,2016,Final,1256,0,0,0,907,0,0,0,1038,0,2501,1317,5702,1317,2016,2014
SHASTA,ANDERSON,06/30/2014 - 06/30/2019,2016,Final,32,0,0,0,21,4,4,0,24,33,59,9,136,46,2016,2014
CONTRA COSTA,ANTIOCH,01/31/2015 - 01/31/2023,2016,Final,349,84,84,0,205,0,0,0,214,1,680,42,1448,127,2016,2015
SAN BERNARDINO,APPLE VALLEY,10/15/2013 - 10/15/2021,2016,Final,764,0,0,0,541,0,0,0,622,0,1407,0,3334,0,2016,2014
HUMBOLDT,ARCATA,06/30/2014 - 06/30/2019,2016,Final,85,0,0,0,56,0,0,0,62,43,160,7,363,50,2016,2014
LOS ANGELES,ARTESIA,10/15/2013 - 10/15/2021,2016,Final,31,0,0,0,18,0,0,0,20,0,51,22,120,22,2016,2014
KERN,ARVIN,12/31/2015 - 12/31/2023,2016,Final,398,0,0,0,239,24,11,13,183,29,349,0,1169,53,2016,2016
SAN LUIS OBISPO,ATASCADERO,06/30/2014 - 06/30/2019,2016,Final,98,45,45,0,62,25,25,0,69,29,164,21,393,120,2016,2014
SAN MATEO,ATHERTON,01/31/2015 - 01/31/2023,2016,Final,35,5,0,5,26,3,0,3,29,2,3,5,93,15,2016,2015
MERCED,ATWATER,03/31/2016 - 03/31/2024,2016,Final,429,0,0,0,307,0,0,0,281,0,748,235,1765,235,2016,2016
PLACER,AUBURN,10/31/2013 - 10/31/2021,2016,Final,74,0,0,0,52,0,0,0,57,9,125,13,308,22,2016,2014
LOS ANGELES,AVALON,10/15/2013 - 10/15/2021,2016,Final,20,0,0,0,12,0,0,0,14,0,34,0,80,0,2016,2014
LOS ANGELES,AZUSA,10/15/2013 - 10/15/2021,2016,Final,198,0,0,0,118,0,0,0,127,110,336,0,779,110,2016,2014
LOS ANGELES,BALDWIN PARK,10/15/2013 - 10/15/2021,2016,Final,142,0,0,0,83,0,0,0,90,0,242,31,557,31,2016,2014
RIVERSIDE,BANNING,10/15/2013 - 10/15/2021,2016,Final,872,0,0,0,593,0,0,0,685,0,1642,0,3792,0,2016,2014
SAN BERNARDINO,BARSTOW,10/15/2013 - 10/15/2021,2016,Final,188,0,0,0,138,0,0,0,154,0,363,0,843,0,2016,2014
LOS ANGELES,BELL,10/15/2013 - 10/15/2021,2016,Final,11,0,0,0,7,0,0,0,8,0,21,10,47,10,2016,2014
LOS ANGELES,BELL GARDENS,10/15/2013 - 10/15/2021,2016,Final,11,0,0,0,7,0,0,0,8,0,20,5,46,5,2016,2014
LOS ANGELES,BELLFLOWER,10/15/2013 - 10/15/2021,2016,Final,1,0,0,0,1,6,6,0,0,6,0,108,2,120,2016,2014
SAN MATEO,BELMONT,01/31/2015 - 01/31/2023,2016,Final,116,0,0,0,63,0,0,0,67,0,222,7,468,7,2016,2015
MARIN,BELVEDERE,01/31/2015 - 01/31/2023,2016,Final,4,0,0,0,3,0,0,0,4,0,5,0,16,0,2016,2015
SOLANO,BENICIA,01/31/2015 - 01/31/2023,2016,Final,94,0,0,0,54,2,2,0,56,0,123,1,327,3,2016,2015
ALAMEDA,BERKELEY,01/31/2015 - 01/31/2023,2016,Final,532,16,16,0,442,0,0,0,584,0,1401,212,2959,228,2016,2015
LOS ANGELES,BEVERLY HILLS,10/15/2013 - 10/15/2021,2016,Final,1,0,0,0,1,0,0,0,1,2,0,16,3,18,2016,2014
INYO,BISHOP,06/30/2014 - 06/30/2019,2016,Final,15,0,0,0,10,0,0,0,12,6,28,0,65,6,2016,2014
IMPERIAL,BRAWLEY,10/15/2013 - 10/15/2021,2016,Final,760,5,5,0,470,7,7,0,466,54,1338,0,3034,66,2016,2014
ORANGE,BREA,10/15/2013 - 10/15/2021,2016,Final,426,0,0,0,305,0,0,0,335,0,785,194,1851,194,2016,2014
CONTRA COSTA,BRENTWOOD,01/31/2015 - 01/31/2023,2016,Final,234,0,0,0,124,3,3,0,123,0,279,540,760,543,2016,2015
SAN MATEO,BRISBANE,01/31/2015 - 01/31/2023,2016,Final,25,0,0,0,13,0,0,0,15,3,30,4,83,7,2016,2015
SANTA BARBARA,BUELLTON,02/15/2015 - 02/15/2023,2016,Final,66,0,0,0,44,0,0,0,41,0,124,51,275,51,2016,2015
ORANGE,BUENA PARK,10/15/2013 - 10/15/2021,2016,Final,76,0,0,0,53,0,0,0,62,26,148,116,339,142,2016,2014
LOS ANGELES,BURBANK,10/15/2013 - 10/15/2021,2016,Final,694,0,0,0,413,0,0,0,443,0,1134,275,2684,275,2016,2014
SAN MATEO,BURLINGAME,01/31/2015 - 01/31/2023,2016,Final,276,0,0,0,144,0,0,0,155,0,288,133,863,133,2016,2015
BUTTE,BUTTE COUNTY,06/15/2014 - 06/15/2022,2016,Final,682,0,0,0,545,0,0,0,480,8,1267,90,2974,98,2016,2014
LOS ANGELES,CALABASAS,10/15/2013 - 10/15/2021,2016,Final,88,0,0,0,54,0,0,0,57,2,131,43,330,45,2016,2014
CALAVERAS,CALAVERAS COUNTY,06/30/2014 - 06/30/2019,2016,Final,241,60,0,60,175,36,0,36,192,104,471,48,1079,248,2016,2014
IMPERIAL,CALEXICO,10/15/2013 - 10/15/2021,2016,Final,817,0,0,0,489,0,0,0,490,2,1428,0,3224,2,2016,2014
RIVERSIDE,CALIMESA,10/15/2013 - 10/15/2021,2016,Final,543,0,0,0,383,0,0,0,433,0,982,116,2341,116,2016,2014
NAPA,CALISTOGA,01/31/2015 - 01/31/2023,2016,Final,6,0,0,0,2,0,0,0,4,0,15,4,27,4,2016,2015
VENTURA,CAMARILLO,10/15/2013 - 10/15/2021,2016,Final,539,34,34,0,366,30,30,0,411,52,908,121,2224,237,2016,2014
SANTA CLARA,CAMPBELL,01/31/2015 - 01/31/2023,2016,Final,253,9,9,0,138,1,1,0,151,9,391,214,933,233,2016,2015
RIVERSIDE,CANYON LAKE,10/15/2013 - 10/15/2021,2016,Final,21,0,0,0,14,0,0,0,16,3,32,5,83,8,2016,2014
SANTA CRUZ,CAPITOLA,12/31/2015 - 12/31/2023,2016,Final,34,0,0,0,23,0,0,0,26,0,60,1,143,1,2016,2016
SAN DIEGO,CARLSBAD,04/30/2013 - 04/30/2021,2016,Final,912,7,7,0,693,163,163,0,1062,74,2332,439,4999,683,2016,2013
SANTA BARBARA,CARPINTERIA,02/15/2015 - 02/15/2023,2016,Final,39,0,0,0,26,0,0,0,34,0,64,4,163,4,2016,2015
LOS ANGELES,CARSON,10/15/2013 - 10/15/2021,2016,Final,447,0,0,0,263,0,0,0,280,35,708,0,1698,35,2016,2014
RIVERSIDE,CATHEDRAL,10/15/2013 - 10/15/2021,2016,Final,141,0,0,0,95,0,0,0,110,0,254,0,600,0,2016,2014
STANISLAUS,CERES,12/31/2015 - 12/31/2023,2016,Final,622,0,0,0,399,0,0,0,446,0,1104,0,2571,0,2016,2016
LOS ANGELES,CERRITOS,10/15/2013 - 10/15/2021,2016,Final,23,0,0,0,14,0,0,0,14,0,35,132,86,132,2016,2014
BUTTE,CHICO,06/15/2014 - 06/15/2022,2016,Final,974,15,15,0,643,1,1,0,708,64,1638,435,3963,515,2016,2014
SAN BERNARDINO,CHINO,10/15/2013 - 10/15/2021,2016,Final,707,0,0,0,478,203,203,0,533,0,1176,370,2894,573,2016,2014
SAN BERNARDINO,CHINO HILLS,10/15/2013 - 10/15/2021,2016,Final,217,0,0,0,148,0,0,0,164,357,333,91,862,448,2016,2014
SAN DIEGO,CHULA VISTA,04/30/2013 - 04/30/2021,2016,Final,3209,22,22,0,2439,186,186,0,2257,2,4956,849,12861,1059,2016,2013
SACRAMENTO,CITRUS HEIGHTS,10/31/2013 - 10/31/2021,2016,Final,146,0,0,0,102,0,0,0,130,24,318,0,696,24,2016,2014
CONTRA COSTA,CLAYTON,01/31/2015 - 01/31/2023,2016,Final,51,0,0,0,25,1,0,1,31,0,34,0,141,1,2016,2015
LAKE,CLEARLAKE,06/30/2014 - 06/30/2019,2016,Final,108,0,0,0,67,0,0,0,87,1,205,0,467,1,2016,2014
SONOMA,CLOVERDALE,01/31/2015 - 01/31/2023,2016,Final,39,0,0,0,29,0,0,0,31,2,112,13,211,15,2016,2015
FRESNO,CLOVIS,12/31/2015 - 12/31/2023,2016,Final,2321,0,0,0,1145,5,5,0,1018,395,1844,689,6328,1089,2016,2016
RIVERSIDE,COACHELLA,10/15/2013 - 10/15/2021,2016,Final,1555,0,0,0,1059,0,0,0,1212,0,2945,0,6771,0,2016,2014
FRESNO,COALINGA,12/31/2015 - 12/31/2023,2016,Final,150,0,0,0,115,0,0,0,123,0,201,0,589,0,2016,2016
SAN MATEO,COLMA,01/31/2015 - 01/31/2023,2016,Final,20,0,0,0,8,0,0,0,9,0,22,0,59,0,2016,2015
SAN BERNARDINO,COLTON,10/15/2013 - 10/15/2021,2016,Final,443,0,0,0,302,0,0,0,347,3,831,6,1923,9,2016,2014
COLUSA,COLUSA COUNTY,06/30/2014 - 06/30/2019,2016,Final,107,0,0,0,91,2,0,2,91,7,210,2,499,11,2016,2014
CONTRA COSTA,CONCORD,01/31/2015 - 01/31/2023,2016,Final,798,19,19,0,444,3,3,0,559,0,1677,55,3478,77,2016,2015
CONTRA COSTA,CONTRA COSTA COUNTY,01/31/2015 - 01/31/2023,2016,Final,374,0,0,0,218,0,0,0,243,28,532,201,1367,229,2016,2015
RIVERSIDE,CORONA,10/15/2013 - 10/15/2021,2016,Final,192,0,0,0,128,0,0,0,142,57,308,8,770,65,2016,2014
SAN DIEGO,CORONADO,04/30/2013 - 04/30/2021,2016,Final,13,0,0,0,9,0,0,0,9,0,19,63,50,63,2016,2013
MARIN,CORTE MADERA,01/31/2015 - 01/31/2023,2016,Final,22,2,1,1,13,1,1,0,13,1,24,13,72,17,2016,2015
ORANGE,COSTA MESA,10/15/2013 - 10/15/2021,2016,Final,1,0,0,0,1,0,0,0,0,0,0,115,2,115,2016,2014
SONOMA,COTATI,01/31/2015 - 01/31/2023,2016,Final,35,1,1,0,18,3,3,0,18,0,66,16,137,20,2016,2015
LOS ANGELES,CUDAHY,10/15/2013 - 10/15/2021,2016,Final,80,0,0,0,46,0,0,0,51,0,141,0,318,0,2016,2014
SANTA CLARA,CUPERTINO,01/31/2015 - 01/31/2023,2016,Final,356,0,0,0,207,0,0,0,231,18,270,9,1064,27,2016,2015
ORANGE,CYPRESS,10/15/2013 - 10/15/2021,2016,Final,71,0,0,0,50,3,3,0,56,4,131,132,308,139,2016,2014
SAN MATEO,DALY CITY,01/31/2015 - 01/31/2023,2016,Final,400,0,0,0,188,7,7,0,221,17,541,140,1350,164,2016,2015
ORANGE,DANA POINT,10/15/2013 - 10/15/2021,2016,Final,76,0,0,0,53,0,0,0,61,4,137,34,327,38,2016,2014
CONTRA COSTA,DANVILLE,01/31/2015 - 01/31/2023,2016,Final,196,0,0,0,111,2,2,0,124,4,126,50,557,56,2016,2015
YOLO,DAVIS,10/31/2013 - 10/31/2021,2016,Final,248,42,42,0,174,27,19,8,198,16,446,183,1066,268,2016,2014
SAN DIEGO,DEL MAR,04/30/2013 - 04/30/2021,2016,Final,7,0,0,0,5,0,0,0,15,0,34,11,61,11,2016,2013
DEL NORTE,DEL NORTE COUNTY,06/30/2014 - 06/30/2019,2016,Final,60,3,0,3,37,0,0,0,30,4,106,17,233,24,2016,2014
KERN,DELANO,12/31/2015 - 12/31/2023,2016,Final,396,0,0,0,277,0,0,0,243,44,546,1,1462,45,2016,2016
LOS ANGELES,DIAMOND BAR,10/15/2013 - 10/15/2021,2016,Final,308,0,0,0,182,0,0,0,190,0,466,15,1146,15,2016,2014
TULARE,DINUBA,12/31/2015 - 12/31/2023,2016,Final,211,0,0,0,163,9,0,9,121,12,470,0,965,21,2016,2016
SOLANO,DIXON,01/31/2015 - 01/31/2023,2016,Final,50,0,0,0,24,54,54,0,30,0,93,43,197,97,2016,2015
LOS ANGELES,DOWNEY,10/15/2013 - 10/15/2021,2016,Final,210,0,0,0,123,6,6,0,135,0,346,44,814,50,2016,2014
LOS ANGELES,DUARTE,10/15/2013 - 10/15/2021,2016,Final,87,0,0,0,53,0,0,0,55,2,142,0,337,2,2016,2014
ALAMEDA,DUBLIN,01/31/2015 - 01/31/2023,2016,Final,796,0,0,0,446,0,0,0,425,2,618,612,2285,614,2016,2015
SISKIYOU,DUNSMUIR,06/30/2014 - 06/30/2019,2016,Final,6,0,0,0,4,0,0,0,4,0,9,1,23,1,2016,2014
SAN MATEO,EAST PALO ALTO,01/31/2015 - 01/31/2023,2016,Final,64,0,0,0,54,0,0,0,83,33,266,0,467,33,2016,2015
RIVERSIDE,EASTVALE,10/15/2013 - 10/15/2021,2016,Final,374,0,0,0,250,0,0,0,274,0,565,515,1463,515,2016,2014
SAN DIEGO,EL CAJON,04/30/2013 - 04/30/2021,2016,Final,1448,0,0,0,1101,6,6,0,1019,0,2237,78,5805,84,2016,2013
IMPERIAL,EL CENTRO,10/15/2013 - 10/15/2021,2016,Final,487,0,0,0,300,6,6,0,297,0,840,4,1924,10,2016,2014
CONTRA COSTA,EL CERRITO,01/31/2015 - 01/31/2023,2016,Final,100,0,0,0,63,0,0,0,69,0,166,7,398,7,2016,2015
EL DORADO,EL DORADO COUNTY,10/31/2013 - 10/31/2021,2016,Final,1086,0,0,0,762,57,57,0,823,12,1757,656,4428,725,2016,2014
LOS ANGELES,EL MONTE,10/15/2013 - 10/15/2021,2016,Final,529,0,0,0,315,0,0,0,352,0,946,35,2142,35,2016,2014
SACRAMENTO,ELK GROVE,10/31/2013 - 10/31/2021,2016,Final,2035,0,0,0,1427,0,0,0,1377,1,2563,453,7402,454,2016,2014
ALAMEDA,EMERYVILLE,01/31/2015 - 01/31/2023,2016,Final,276,0,0,0,211,0,0,0,259,0,752,1,1498,1,2016,2015
SAN DIEGO,ENCINITAS,04/30/2013 - 04/30/2021,2016,Final,587,0,0,0,446,2,2,0,413,1,907,87,2353,90,2016,2013
SAN DIEGO,ESCONDIDO,04/30/2013 - 04/30/2021,2016,Final,1042,0,0,0,791,0,0,0,733,1,1609,163,4175,164,2016,2013
HUMBOLDT,EUREKA,06/30/2014 - 06/30/2019,2016,Final,145,0,0,0,96,0,0,0,104,0,264,4,609,4,2016,2014
MARIN,FAIRFAX,01/31/2015 - 01/31/2023,2016,Final,16,0,0,0,11,0,0,0,11,0,23,5,61,5,2016,2015
SOLANO,FAIRFIELD,01/31/2015 - 01/31/2023,2016,Final,779,0,0,0,404,0,0,0,456,63,1461,200,3100,263,2016,2015
TULARE,FARMERSVILLE,12/31/2015 - 12/31/2023,2016,Final,74,0,0,0,65,6,6,0,68,6,259,0,466,12,2016,2016
HUMBOLDT,FERNDALE,06/30/2014 - 06/30/2019,2016,Final,6,0,0,0,3,0,0,0,4,0,8,4,21,4,2016,2014
SACRAMENTO,FOLSOM,10/31/2013 - 10/31/2021,2016,Final,1218,0,0,0,854,0,0,0,862,74,1699,99,4633,173,2016,2014
SAN BERNARDINO,FONTANA,10/15/2013 - 10/15/2021,2016,Final,1442,0,0,0,974,0,0,0,1090,0,2471,444,5977,444,2016,2014
SAN MATEO,FOSTER CITY,01/31/2015 - 01/31/2023,2016,Final,148,0,0,0,87,0,0,0,76,0,119,74,430,74,2016,2015
ORANGE,FOUNTAIN VALLEY,10/15/2013 - 10/15/2021,2016,Final,83,0,0,0,59,0,0,0,65,0,151,10,358,10,2016,2014
FRESNO,FOWLER,12/31/2015 - 12/31/2023,2016,Final,123,0,0,0,83,0,0,0,75,5,243,64,524,69,2016,2016
ALAMEDA,FREMONT,01/31/2015 - 01/31/2023,2016,Final,1714,2,2,0,926,0,0,0,978,0,1837,452,5455,454,2016,2015
FRESNO,FRESNO,12/31/2015 - 12/31/2023,2016,Final,5666,23,23,0,3289,8,8,0,3571,334,11039,923,23565,1288,2016,2016
FRESNO,FRESNO COUNTY,12/31/2015 - 12/31/2023,2016,Final,460,0,0,0,527,0,0,0,589,63,1146,38,2722,101,2016,2016
ORANGE,FULLERTON,10/15/2013 - 10/15/2021,2016,Final,411,191,43,148,299,97,97,0,337,1,794,236,1841,525,2016,2014
SACRAMENTO,GALT,10/31/2013 - 10/31/2021,2016,Final,131,0,0,0,91,0,0,0,126,0,331,134,679,134,2016,2014
ORANGE,GARDEN GROVE,10/15/2013 - 10/15/2021,2016,Final,164,0,0,0,120,0,0,0,135,9,328,10,747,19,2016,2014
LOS ANGELES,GARDENA,10/15/2013 - 10/15/2021,2016,Final,98,0,0,0,60,0,0,0,66,28,173,74,397,102,2016,2014
SANTA CLARA,GILROY,01/31/2015 - 01/31/2023,2016,Final,236,0,0,0,160,0,0,0,217,0,475,321,1088,321,2016,2015
LOS ANGELES,GLENDALE,10/15/2013 - 10/15/2021,2016,Final,508,12,12,0,310,12,12,0,337,0,862,1187,2017,1211,2016,2014
LOS ANGELES,GLENDORA,10/15/2013 - 10/15/2021,2016,Final,181,0,0,0,106,0,0,0,115,0,284,329,686,329,2016,2014
GLENN,GLENN COUNTY,06/30/2014 - 06/30/2019,2016,Final,25,1,1,0,19,3,0,3,25,2,48,7,117,13,2016,2014
SANTA BARBARA,GOLETA,02/15/2015 - 02/15/2023,2016,Final,235,4,4,0,157,73,73,0,174,0,413,244,979,321,2016,2015
SAN BERNARDINO,GRAND TERRACE,10/15/2013 - 10/15/2021,2016,Final,28,0,0,0,19,0,0,0,22,5,49,0,118,5,2016,2014
