Table Range A2: AV541 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUNTY,JURS NAME,Planning period progress,Planning Period Length (Years),Planning Period Half-Way Point,1st APR,Last APR,Planning period beginning,Planning period end,Planning period,RHNA VLI,VLI PERMITS,VLI (DR) UNITS,VLI (NDR) UNITS,VLI REMAINING UNITS,VLI % Complete,Prorated VLI RHNA,Excess VLI,RHNA LI,LI PERMITS,LI (DR) UNITS,LI (NDR) UNITS,LI REMAINING UNITS,Lower Permits,Lower Remain,LI % Complete,LOWER % Complete,RHNA MOD,MOD PERMITS,MOD REMAINING UNITS,MOD % Complete,RHNA ABOVE MOD,ABOVE MOD PERMITS,ABOVE MOD REMAINING UNITS,ABOVE MOD % Complete,RHNA TOTAL,TOTAL UNITS,TOTAL RHNA REMAIN,PRORATION FACTOR,ON PACE?,STATUS,Exempt but for 2019 APR,50% but for 2019 APR,On Pace (w/Mod)?,VLI ON PACE?,LI ON PACE?,VLI AND LI PACE?,ABOVE MOD ON PACE?
MONTEREY,PACIFIC GROVE,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,28,0,0,0,28,0.00%,14,0,18,0,0,0,18,0,18,0.00%,0.00%,21,7,14,33.33%,48,17,31,35.42%,115,24,91,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SAN MATEO,PACIFICA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,121,0,0,0,121,0.00%,61,0,68,0,0,0,68,0,68,0.00%,0.00%,70,6,64,8.57%,154,64,90,41.56%,413,70,343,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
RIVERSIDE,PALM DESERT,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,98,38,38,0,60,38.78%,49,0,67,36,36,0,31,36,31,53.73%,53.73%,76,0,76,0.00%,172,437,0,254.07%,413,511,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
RIVERSIDE,PALM SPRINGS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,63,0,0,0,63,0.00%,32,0,43,0,0,0,43,0,43,0.00%,0.00%,50,4,46,8.00%,116,983,0,847.41%,272,987,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
LOS ANGELES,PALMDALE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1397,91,91,0,1306,6.51%,699,0,828,70,70,0,758,70,758,8.45%,8.45%,899,297,602,33.04%,2334,137,2197,5.87%,5458,595,4863,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SANTA CLARA,PALO ALTO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,691,43,43,0,648,6.22%,346,0,432,60,60,0,372,60,372,13.89%,13.89%,278,42,236,15.11%,587,409,178,69.68%,1988,554,1434,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
LOS ANGELES,PALOS VERDES ESTATES,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,4,0,0,0,4,0.00%,2,0,3,0,0,0,3,0,3,0.00%,0.00%,3,1,2,33.33%,6,39,0,650.00%,16,40,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
BUTTE,PARADISE,75.00%,8,2018,2014,2021,6/15/14,6/15/22,15-JUN-14 - 15-JUN-22,141,0,0,0,141,0.00%,71,0,100,71,10,61,29,71,29,71.00%,71.00%,93,8,85,8.60%,303,42,261,13.86%,637,121,516,0.5,NO,No 2019 APR,NO,NO,NO,NO,NO,NO,NO
LOS ANGELES,PARAMOUNT,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,26,0,0,0,26,0.00%,13,0,16,0,0,0,16,0,16,0.00%,0.00%,17,0,17,0.00%,46,80,0,173.91%,105,80,25,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
FRESNO,PARLIER,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,110,126,101,25,0,114.55%,55,71,82,53,31,22,29,124,0,64.63%,151.22%,77,7,70,9.09%,319,0,319,0.00%,588,186,402,0.5,NO,Received - Not successful,NO,NO,NO,YES,YES,YES,NO
LOS ANGELES,PASADENA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,340,148,148,0,192,43.53%,170,0,207,54,54,0,153,54,153,26.09%,26.09%,224,45,179,20.09%,561,2342,0,417.47%,1332,2589,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SAN LUIS OBISPO,PASO ROBLES,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,123,211,211,0,0,171.54%,123,88,77,88,88,0,0,176,0,114.29%,228.57%,87,222,0,255.17%,206,201,5,97.57%,493,722,0,1,NO,Successful,NO,NO,NO,YES,YES,YES,NO
STANISLAUS,PATTERSON,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,636,,,,636,,318,0,408,,,,408,0,408,,0.00%,416,,416,,1031,,1031,,2491,,2491,0.5,NO,No 2019 APR,NO,NO,NO,NO,NO,NO,NO
RIVERSIDE,PERRIS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1026,359,359,0,667,34.99%,513,0,681,0,0,0,681,0,681,0.00%,0.00%,759,222,537,29.25%,1814,923,891,50.88%,4280,1504,2776,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,NO
SONOMA,PETALUMA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,199,9,9,0,190,4.52%,100,0,103,22,22,0,81,22,81,21.36%,21.36%,121,96,25,79.34%,322,785,0,243.79%,745,912,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
LOS ANGELES,PICO RIVERA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,217,0,0,0,217,0.00%,109,0,131,21,0,21,110,21,110,16.03%,16.03%,140,2,138,1.43%,362,13,349,3.59%,850,36,814,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
ALAMEDA,PIEDMONT,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,24,5,3,2,19,20.83%,12,0,14,8,0,8,6,8,6,57.14%,57.14%,15,9,6,60.00%,7,15,0,214.29%,60,37,23,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
CONTRA COSTA,PINOLE,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,80,0,0,0,80,0.00%,40,0,48,0,0,0,48,0,48,0.00%,0.00%,43,1,42,2.33%,126,13,113,10.32%,297,14,283,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SAN LUIS OBISPO,PISMO BEACH,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,38,0,0,0,38,0.00%,38,0,24,12,12,0,12,12,12,50.00%,50.00%,27,0,27,0.00%,64,289,0,451.56%,153,301,0,1,NO,Successful,NO,YES,NO,NO,NO,NO,YES
CONTRA COSTA,PITTSBURG,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,392,23,23,0,369,5.87%,196,0,254,227,218,9,27,227,27,89.37%,89.37%,316,432,0,136.71%,1063,727,336,68.39%,2025,1409,616,0.5,NO,Successful,NO,YES,NO,NO,YES,NO,YES
ORANGE,PLACENTIA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,112,49,49,0,63,43.75%,56,0,81,0,0,0,81,0,81,0.00%,0.00%,90,35,55,38.89%,209,333,0,159.33%,492,417,75,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
PLACER,PLACER COUNTY,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1365,36,36,0,1329,2.64%,683,0,957,86,42,44,871,86,871,8.99%,8.99%,936,139,797,14.85%,1773,2142,0,120.81%,5031,2403,2628,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
EL DORADO,PLACERVILLE,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,78,0,0,0,78,0.00%,39,0,55,0,0,0,55,0,55,0.00%,0.00%,69,60,9,86.96%,170,144,26,84.71%,372,204,168,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
CONTRA COSTA,PLEASANT HILL,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,118,0,0,0,118,0.00%,59,0,69,0,0,0,69,0,69,0.00%,0.00%,84,27,57,32.14%,177,78,99,44.07%,448,105,343,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
ALAMEDA,PLEASANTON,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,716,268,268,0,448,37.43%,358,0,391,78,77,1,313,78,313,19.95%,19.95%,407,38,369,9.34%,553,1557,0,281.56%,2067,1941,126,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
PLUMAS,PLUMAS COUNTY,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,12,0,0,0,12,0.00%,12,0,8,1,0,1,7,1,7,12.50%,12.50%,12,46,0,383.33%,25,130,0,520.00%,57,177,0,1,NO,Successful,NO,YES,NO,NO,NO,NO,YES
AMADOR,PLYMOUTH,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,1,0,1,0.00%,1,46,0,4600.00%,4,46,0,1,NO,Successful,NO,YES,NO,NO,NO,NO,YES
MENDOCINO,POINT ARENA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,1,2,0,200.00%,1,8,0,800.00%,4,10,0,1,NO,Successful,NO,YES,NO,NO,NO,NO,YES
LOS ANGELES,POMONA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,919,0,0,0,919,0.00%,460,0,543,61,0,61,482,61,482,11.23%,11.23%,592,0,592,0.00%,1572,384,1188,24.43%,3626,445,3181,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
VENTURA,PORT HUENEME,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,0,0,0,0.00%,0,4,0,0.00%,2,4,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
TULARE,PORTERVILLE,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,623,10,0,10,613,1.61%,312,0,576,44,16,28,532,44,532,7.64%,7.64%,566,195,371,34.45%,1431,86,1345,6.01%,3196,335,2861,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
PLUMAS,PORTOLA,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,3,0,0,0,3,0.00%,3,0,2,0,0,0,2,0,2,0.00%,0.00%,3,0,3,0.00%,5,1,4,20.00%,13,1,12,1,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SAN MATEO,PORTOLA VALLEY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,21,8,0,8,13,38.10%,11,0,15,2,0,2,13,2,13,13.33%,13.33%,15,5,10,33.33%,13,28,0,215.38%,64,43,21,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SAN DIEGO,POWAY,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,201,59,59,0,142,29.35%,101,0,152,46,46,0,106,46,106,30.26%,30.26%,282,0,282,0.00%,618,159,459,25.73%,1253,264,989,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SACRAMENTO,RANCHO CORDOVA,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1539,100,100,0,1439,6.50%,770,0,1079,0,0,0,1079,0,1079,0.00%,0.00%,1303,424,879,32.54%,3087,2019,1068,65.40%,7008,2543,4465,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,NO
SAN BERNARDINO,RANCHO CUCAMONGA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,209,18,18,0,191,8.61%,105,0,141,11,11,0,130,11,130,7.80%,7.80%,158,171,0,108.23%,340,1835,0,539.71%,848,2035,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
RIVERSIDE,RANCHO MIRAGE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,23,0,0,0,23,0.00%,12,0,15,0,0,0,15,0,15,0.00%,0.00%,18,2,16,11.11%,39,231,0,592.31%,95,233,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
LOS ANGELES,RANCHO PALOS VERDES,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,8,5,5,0,3,62.50%,4,1,5,0,0,0,5,1,4,0.00%,20.00%,5,2,3,40.00%,13,112,0,861.54%,31,119,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
ORANGE,RANCHO ST. MARGARITA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,0,0,0,1,0.00%,1,0,1,1,0,1,0,1,0,100.00%,100.00%,0,0,0,0.00%,0,0,0,0.00%,2,1,1,0.5,NO,Successful,NO,YES,NO,NO,YES,NO,YES
TEHAMA,RED BLUFF,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,73,0,0,0,73,0.00%,73,0,52,46,26,20,6,46,6,88.46%,88.46%,61,33,28,54.10%,137,0,137,0.00%,323,79,244,1,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SHASTA,REDDING,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,287,35,35,0,252,12.20%,287,0,181,188,188,0,0,188,0,103.87%,103.87%,205,113,92,55.12%,502,878,0,174.90%,1175,1214,0,1,NO,Successful,NO,YES,NO,NO,YES,NO,YES
SAN BERNARDINO,REDLANDS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,579,1,0,1,578,0.17%,290,0,396,18,0,18,378,18,378,4.55%,4.55%,453,4,449,0.88%,1001,446,555,44.56%,2429,469,1960,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
LOS ANGELES,REDONDO BEACH,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,372,0,0,0,372,0.00%,186,0,223,29,0,29,194,29,194,13.00%,13.00%,238,0,238,0.00%,564,366,198,64.89%,1397,395,1002,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,NO
SAN MATEO,REDWOOD CITY,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,706,124,124,0,582,17.56%,353,0,429,151,71,80,278,151,278,35.20%,35.20%,502,0,502,0.00%,1152,1782,0,154.69%,2789,2057,732,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
FRESNO,REEDLEY,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,393,55,55,0,338,13.99%,197,0,204,1,0,1,203,1,203,0.49%,0.49%,161,48,113,29.81%,553,7,546,1.27%,1311,111,1200,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SAN BERNARDINO,RIALTO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,636,0,0,0,636,0.00%,318,0,432,1,0,1,431,1,431,0.23%,0.23%,496,0,496,0.00%,1151,149,1002,12.95%,2715,150,2565,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
CONTRA COSTA,RICHMOND,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,438,266,266,0,172,60.73%,219,47,305,160,160,0,145,207,98,52.46%,67.87%,410,0,410,0.00%,1282,527,755,41.11%,2435,953,1482,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
KERN,RIDGECREST,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,159,,,,159,,80,0,131,,,,131,0,131,,0.00%,207,,207,,848,,848,,1345,,1345,0.5,NO,No 2019 APR,NO,NO,NO,NO,NO,NO,NO
HUMBOLDT,RIO DELL,100.00%,5,2017,2014,2018,6/30/14,6/30/19,30-JUN-14 - 30-JUN-19,8,25,25,0,0,312.50%,8,17,4,5,0,5,0,22,0,125.00%,550.00%,4,0,4,0.00%,15,3,12,20.00%,31,33,0,1,NO,Successful,NO,NO,NO,YES,YES,YES,NO
SOLANO,RIO VISTA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,45,0,0,0,45,0.00%,23,0,36,4,0,4,32,4,32,11.11%,11.11%,48,155,0,322.92%,170,438,0,257.65%,299,597,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SAN JOAQUIN,RIPON,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,308,0,0,0,308,0.00%,154,0,215,0,0,0,215,0,215,0.00%,0.00%,231,0,231,0.00%,726,209,517,28.79%,1480,209,1271,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
STANISLAUS,RIVERBANK,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,321,33,33,0,288,10.28%,161,0,206,38,38,0,168,38,168,18.45%,18.45%,217,0,217,0.00%,536,123,413,22.95%,1280,194,1086,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
RIVERSIDE,RIVERSIDE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,2002,4,0,4,1998,0.20%,1001,0,1336,0,0,0,1336,0,1336,0.00%,0.00%,1503,43,1460,2.86%,3442,1298,2144,37.71%,8283,1345,6938,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
RIVERSIDE,RIVERSIDE COUNTY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,7173,224,212,12,6949,3.12%,3587,0,4871,82,82,0,4789,82,4789,1.68%,1.68%,5534,1298,4236,23.46%,12725,6015,6710,47.27%,30303,7619,22684,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
PLACER,ROCKLIN,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,1040,2,0,2,1038,0.19%,520,0,729,0,0,0,729,0,729,0.00%,0.00%,709,914,0,128.91%,1335,2562,0,191.91%,3813,3478,335,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SONOMA,ROHNERT PARK,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,181,116,116,0,65,64.09%,91,25,107,109,109,0,0,134,0,101.87%,125.23%,127,19,108,14.96%,484,1247,0,257.64%,899,1491,0,0.5,YES,Successful,YES,NO,NO,YES,YES,YES,YES
LOS ANGELES,ROLLING HILLS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,2,,,,2,,1,0,1,,,,1,0,1,,0.00%,1,,1,,2,,2,,6,,6,0.5,NO,No 2019 APR,NO,NO,NO,NO,NO,NO,NO
LOS ANGELES,ROLLING HILLS ESTATES,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,1,0,0,0,1,0.00%,1,0,1,0,0,0,1,0,1,0.00%,0.00%,1,2,0,200.00%,2,384,0,19200.00%,5,386,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
LOS ANGELES,ROSEMEAD,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,153,0,0,0,153,0.00%,77,0,88,9,9,0,79,9,79,10.23%,10.23%,99,51,48,51.52%,262,148,114,56.49%,602,208,394,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,NO
PLACER,ROSEVILLE,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,2268,137,137,0,2131,6.04%,1134,0,1590,57,49,8,1533,57,1533,3.58%,3.58%,1577,2981,0,189.03%,3043,3461,0,113.74%,8478,6636,1842,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
MARIN,ROSS,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,6,3,3,0,3,50.00%,3,0,4,2,0,2,2,2,2,50.00%,50.00%,4,5,0,125.00%,4,1,3,25.00%,18,11,7,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SACRAMENTO,SACRAMENTO,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,4944,255,151,104,4689,5.16%,2472,0,3467,486,212,274,2981,486,2981,14.02%,14.02%,4482,5808,0,129.59%,11208,5143,6065,45.89%,24101,11692,12409,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
SACRAMENTO,SACRAMENTO COUNTY,75.00%,8,2018,2014,2021,10/31/13,10/31/21,31-OCT-13 - 31-OCT-21,3149,133,133,0,3016,4.22%,1575,0,2208,155,155,0,2053,155,2053,7.02%,7.02%,2574,1401,1173,54.43%,5913,2197,3716,37.16%,13844,3886,9958,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
NAPA,SAINT HELENA,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,8,7,7,0,1,87.50%,4,3,5,9,9,0,0,12,0,180.00%,240.00%,5,4,1,80.00%,13,54,0,415.38%,31,74,0,0.5,YES,Successful,YES,NO,YES,YES,YES,YES,YES
MONTEREY,SALINAS,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,537,116,116,0,421,21.60%,269,0,351,77,77,0,274,77,274,21.94%,21.94%,407,4,403,0.98%,934,301,633,32.23%,2229,498,1731,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
MARIN,SAN ANSELMO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,33,15,12,3,18,45.45%,17,0,17,21,20,1,0,21,0,123.53%,123.53%,19,23,0,121.05%,37,39,0,105.41%,106,98,8,0.5,NO,Successful,NO,YES,NO,NO,YES,NO,YES
SAN BENITO,SAN BENITO COUNTY,50.00%,8,2020,2016,2023,12/31/15,12/31/23,31-DEC-15 - 31-DEC-23,198,0,0,0,198,0.00%,99,0,120,0,0,0,120,0,120,0.00%,0.00%,164,3,161,1.83%,355,564,0,158.87%,837,567,270,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SAN BERNARDINO,SAN BERNARDINO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,980,57,57,0,923,5.82%,490,0,696,18,18,0,678,18,678,2.59%,2.59%,808,12,796,1.49%,1900,90,1810,4.74%,4384,177,4207,0.5,NO,Received - Not successful,NO,NO,NO,NO,NO,NO,NO
SAN BERNARDINO,SAN BERNARDINO COUNTY,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,9,118,51,67,0,1311.11%,5,113,6,489,23,466,0,602,0,8150.00%,10033.33%,7,555,0,7928.57%,17,1023,0,6017.65%,39,2185,0,0.5,YES,Successful,YES,NO,YES,YES,YES,YES,YES
SAN MATEO,SAN BRUNO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,358,0,0,0,358,0.00%,179,0,161,66,24,42,95,66,95,40.99%,40.99%,205,47,158,22.93%,431,55,376,12.76%,1155,168,987,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
VENTURA,SAN BUENAVENTURA,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,861,137,137,0,724,15.91%,431,0,591,58,58,0,533,58,533,9.81%,9.81%,673,77,596,11.44%,1529,1584,0,103.60%,3654,1856,1798,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SAN MATEO,SAN CARLOS,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,195,5,5,0,190,2.56%,98,0,107,14,14,0,93,14,93,13.08%,13.08%,111,13,98,11.71%,183,486,0,265.57%,596,518,78,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
ORANGE,SAN CLEMENTE,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,134,65,65,0,69,48.51%,67,0,95,28,28,0,67,28,67,29.47%,29.47%,108,32,76,29.63%,244,550,0,225.41%,581,675,0,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SAN DIEGO,SAN DIEGO,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,21977,2381,2381,0,19596,10.83%,10989,0,16703,2616,2610,6,14087,2616,14087,15.66%,15.66%,15462,34,15428,0.22%,33954,33018,936,97.24%,88096,38049,50047,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
SAN DIEGO,SAN DIEGO COUNTY,87.50%,8,2017,2013,2020,4/30/13,4/30/21,30-APR-13 - 30-APR-21,2085,106,25,81,1979,5.08%,1043,0,1585,628,220,408,957,628,957,39.62%,39.62%,5864,999,4865,17.04%,12878,4271,8607,33.17%,22412,6004,16408,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
LOS ANGELES,SAN DIMAS,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,121,0,0,0,121,0.00%,61,0,72,0,0,0,72,0,72,0.00%,0.00%,77,1,76,1.30%,193,51,142,26.42%,463,52,411,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
LOS ANGELES,SAN FERNANDO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,55,28,28,0,27,50.91%,28,0,32,151,4,147,0,151,0,471.88%,471.88%,35,46,0,131.43%,95,44,51,46.32%,217,269,0,0.5,NO,Successful,NO,NO,NO,NO,YES,NO,NO
SAN FRANCISCO,SAN FRANCISCO,62.50%,8,2019,2015,2022,1/31/15,1/31/23,31-JAN-15 - 31-JAN-23,6234,2513,2513,0,3721,40.31%,3117,0,4639,2736,2736,0,1903,2736,1903,58.98%,58.98%,5460,1881,3579,34.45%,12536,19799,0,157.94%,28869,26929,1940,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,YES
LOS ANGELES,SAN GABRIEL,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,236,1,0,1,235,0.42%,118,0,142,23,0,23,119,23,119,16.20%,16.20%,154,103,51,66.88%,398,245,153,61.56%,930,372,558,0.5,NO,Successful,NO,YES,NO,NO,NO,NO,NO
RIVERSIDE,SAN JACINTO,75.00%,8,2018,2014,2021,10/15/13,10/15/21,15-OCT-13 - 15-OCT-21,562,0,0,0,562,0.00%,281,0,394,0,0,0,394,0,394,0.00%,0.00%,441,479,0,108.62%,1036,318,718,30.69%,2433,797,1636,0.5,NO,Successful,NO,NO,NO,NO,NO,NO,NO
